Feature,CRPS_0,CRPS_1,CRPS_2,CRPS_mean,CRPS_std
id,1.0084922178959121,1.0129881993571477,1.012711673964973,1.0113973637393443,0.002519726344633019
orography,0.6309422269881458,0.6315412081194652,0.6327975951070803,0.6317603434048972,0.0009468964669807487
altitude,0.660785491506211,0.6603360308825199,0.6603570475346091,0.6604928566411133,0.0002536469950922148
latitude,0.6805476945590229,0.6802603486824618,0.6801182181661772,0.680308753802554,0.00021879164687272138
longitude,0.622283541573494,0.6215662322285352,0.6213818035671189,0.6217438591230494,0.0004763888572126399
cape,0.6142223760635471,0.6142920349848898,0.6158426604306215,0.6147856904930195,0.0009160252060268273
sd,0.6242986571674777,0.6207978244983551,0.6239434083482908,0.6230132966713745,0.0019268596583433353
stl1,0.8497538010771084,0.8369875327042466,0.8458408041551707,0.844194045978842,0.006540509262317572
swvl1,0.6492797451205732,0.6485643142995119,0.6494387731553188,0.6490942775251346,0.0004657985018686899
t2m,2.1752019770533195,2.280724888696518,2.144922093024688,2.200282986258175,0.07129090120851135
tcc,0.6281336600556834,0.6277258691377005,0.6296138566261149,0.6284911286064996,0.0009934596180617285
tcw,0.6572769142381093,0.6567079366840739,0.6546122759163666,0.6561990422795166,0.001403319095098193
tcwv,0.6854113543876701,0.6784028391875755,0.6802856493455208,0.6813666143069222,0.0036271456082327693
u10,0.625684526069559,0.6238038308418598,0.624649804795293,0.6247127205689039,0.000941924854114977
u100,0.6532689948420791,0.6549807160488277,0.6571215252723256,0.6551237453877441,0.0019302436951941899
v10,0.6190696336719362,0.62059939898081,0.6217005497475316,0.6204565274667593,0.001321264186811982
v100,0.6236712349637848,0.6227518892720141,0.6234762906793238,0.6232998049717077,0.00048441668942033657
vis,0.6251663877341828,0.6251239376540718,0.6235051879425566,0.6245985044436038,0.0009470777322489414
cp6,0.6276091801081395,0.627436870321683,0.625916806672485,0.6269876190341025,0.0009313441903892862
mn2t6,1.4201314167465002,1.4007400385972733,1.3954575168611634,1.405442990734979,0.012991868726055907
mx2t6,1.317425366179913,1.3264109158795825,1.3162346363017834,1.3200236394537594,0.005563491216455027
p10fg6,0.6706949822981285,0.674568925167475,0.6705558137849486,0.6719399070835174,0.002277859528833478
slhf6,0.6369167676019833,0.6354260779221816,0.6355441571922427,0.6359623342388026,0.0008286693925016112
sshf6,0.7104218819544998,0.7077098188436213,0.7089428583738719,0.709024853057331,0.001357889511497071
ssr6,0.6139762971383279,0.6140364836730021,0.6138211594405207,0.6139446467506169,0.00011109654159836008
ssrd6,0.6138494957895568,0.614456660228428,0.6130434144183005,0.6137831901454285,0.0007089522260302543
str6,0.6336631940221649,0.6327029939482371,0.6308281477683966,0.6323981119129328,0.001441903813310676
strd6,0.7249119820982411,0.7196103055417434,0.7319220994303748,0.7254814623567865,0.006175621265321384
tp6,0.6210470367540368,0.6199714514698936,0.6207623223824702,0.6205936035354669,0.0005572884915974373
z,0.6278448622086141,0.6268065767351142,0.6276757071543693,0.6274423820326992,0.0005570813588893545
q,0.6215530685076506,0.6189908588222744,0.6225392809658147,0.62102773609858,0.0018316128226802356
u,0.6208606237301237,0.618697711888943,0.6200155809467164,0.6198579721885943,0.0010900354575230954
v,0.6154682676028306,0.6167607025794387,0.617227177005781,0.6164853823960167,0.0009112033112848514
t,0.7403169775439966,0.7421997407606254,0.7312461031017736,0.7379209404687984,0.005856730294255228
cos,0.6437561706353572,0.6519154129421596,0.6478109462173737,0.6478275099316302,0.0040796463722669795
