Feature,CRPS_0,CRPS_1,CRPS_2,CRPS_mean,CRPS_std
id,0.9279227811249506,0.9267624881623333,0.9278130820634531,0.9274994504502457,0.0006405806205132593
orography,0.6276830845827347,0.6282018543637286,0.6284810760085799,0.6281220049850144,0.00040494384967722317
altitude,0.6713216863100918,0.6708769767367477,0.6719971165908621,0.6713985932125671,0.000564016247044476
latitude,0.66361821034765,0.6633189363231666,0.662995598694413,0.6633109151217432,0.00031138332074923526
longitude,0.6242430759651711,0.6242307421039702,0.6237257730647933,0.6240665303779783,0.0002951689192645443
cape,0.6201785949677664,0.6191295798052229,0.6218214174683914,0.6203765307471268,0.0013567908574192219
sd,0.6250088373987468,0.6241534551720199,0.6246630646871387,0.6246084524193019,0.000430298226000032
stl1,0.855180467377297,0.8567129817457325,0.8574959447390154,0.8564631312873483,0.0011777851212439491
swvl1,0.655426725105239,0.6575388573682526,0.6570422837605931,0.6566692887446949,0.0011043639053905062
t2m,2.3752467915898587,2.286911021346398,2.326635224368942,2.3295976791017328,0.044242334699462364
tcc,0.6335523065154757,0.632790925275682,0.633360796079409,0.6332346759568556,0.0003960493177144612
tcw,0.6722286260521947,0.6773796532906509,0.6739158664288628,0.6745080485905696,0.0026260769576141566
tcwv,0.6892410191524129,0.6876884216484261,0.686088416382762,0.6876726190612003,0.0015763607921808092
u10,0.6344594859635794,0.6347385692868774,0.6354780190101583,0.6348920247535385,0.0005263210302937216
u100,0.6655549486803884,0.6617304781352467,0.6615467007016985,0.6629440425057779,0.0022629774249282946
v10,0.6233405945873605,0.6241912412957745,0.6244049196029426,0.6239789184953592,0.000563034335880728
v100,0.6299717608805803,0.6291757637061733,0.6291286589567587,0.6294253945145041,0.00047375296182588513
vis,0.6353328673055253,0.6340314586292425,0.6359167771027616,0.6350937010125098,0.0009651460114584803
cp6,0.630804942139713,0.6327650062445848,0.6305949336476199,0.6313882940106392,0.0011968827524069707
mn2t6,1.4289217038898732,1.407010443745079,1.4014562207358694,1.4124627894569404,0.014521854101386544
mx2t6,1.22984469575166,1.2527578081034463,1.2048751008215202,1.2291592015588755,0.023948712718597446
p10fg6,0.6729365431320659,0.6742806031080064,0.6759836973358505,0.6744002811919741,0.0015270983328676908
slhf6,0.639312714549884,0.6384277525294216,0.6374235383334463,0.6383880018042506,0.0009452152052851102
sshf6,0.6902242055180219,0.6918734857893291,0.6922000773781861,0.6914325895618457,0.0010591550946410164
ssr6,0.6170969062306991,0.6165588031991601,0.6158711649413248,0.616508958123728,0.0006143889857231368
ssrd6,0.6328868232374955,0.6346693465067847,0.6325163937479994,0.6333575211640933,0.0011510728903800697
str6,0.6383269803476307,0.6395747406547306,0.6384262826596778,0.6387760012206797,0.0006935082911728321
strd6,0.6883305045647138,0.6873898543523665,0.6890308865013097,0.6882504151394633,0.0008234423874770927
tp6,0.6270280378932228,0.6254903943084803,0.6270203827703635,0.6265129383240222,0.0008855573657403207
z,0.634229843810556,0.6357958168650097,0.6366286394532219,0.6355514333762625,0.001217927584463617
q,0.6312833103859374,0.6291880019761502,0.6282174232825465,0.6295629118815448,0.0015669505450258867
u,0.6241014217941763,0.6236828841452369,0.6224772174533125,0.6234205077975753,0.0008432917324860699
v,0.6200602509943238,0.6198741887693439,0.6208196047364772,0.620251348166715,0.0005008407278762428
t,0.7444348476693257,0.7563339312537822,0.7477805643970333,0.7495164477733804,0.006136531256310813
cos,0.6520797013157038,0.6513140081749611,0.644141003857039,0.649178237782568,0.004379139836979424
