station_id,cape,model_orography,sd,station_altitude,station_latitude,station_longitude,stl1,swvl1,t2m,tcc,tcw,tcwv,u10,u100,v10,v100,vis,cp6,mn2t6,mx2t6,p10fg6,slhf6,sshf6,ssr6,ssrd6,str6,strd6,tp6,z,q,u,v,t,transformed_time,no_permutation
1.0592112889026726,0.6144686326555107,0.6491578781676348,0.6137254286465594,0.9359005262667638,0.7186402578029042,0.6827792634440413,0.8906013022800229,0.6764073533430568,2.451602551444448,0.6204110454743851,0.7023559393362834,0.6759417183274016,0.6558147643446609,0.6662903229484718,0.6285344082528128,0.6324383825938582,0.6216360999316414,0.6223416192749383,1.334975381402819,1.4562225470713368,0.6880952719099036,0.6528694360386545,0.698901768902104,0.6280108346239259,0.629762050438066,0.63329735318782,0.666599582391066,0.6347541356323937,0.6465884084185153,0.6245113978548013,0.6347052921125074,0.6235457010329473,0.776969830605753,0.6510316295106068,0.6130088255657812
0.9751592013520152,0.6181992227940717,0.65311134869167,0.6147504947741397,0.9875438875209246,0.7811326364244542,0.6571030315668788,0.934373355257382,0.6796454776366347,2.494089782391564,0.6301175889193258,0.669190529534419,0.7242990744318091,0.6518360664949338,0.6897713309024461,0.6270455628730635,0.636464371627896,0.6275669041948783,0.6252140869330126,1.312856718294643,1.498420338586318,0.7001824237913526,0.6558404368987271,0.7342403645117417,0.6203453294502528,0.6325387684481896,0.6370098655284606,0.685303880038336,0.6311741882018264,0.6432968229735464,0.6323508000571977,0.6311189183526227,0.6247608908807909,0.7715988987393363,0.6525042894109311,0.6149442482398854
0.938201560714594,0.6317761306590464,0.6585754167935293,0.6355526810863121,0.92055810301693,0.7324466690283112,0.6628445565688652,0.9063907292590696,0.676648794530031,2.577960355399865,0.6422244818012356,0.7241413544177078,0.704025231430352,0.6653650567425439,0.724062419596199,0.6482673952397585,0.6530853239689497,0.6394043418501231,0.6479187350981623,1.3562319206938809,1.5957649722850658,0.6981166810212425,0.6635617190285699,0.7212516840496667,0.6354462400512219,0.6377512489454675,0.6473525161669657,0.6805379934868212,0.6483768660858836,0.6594797326066183,0.6420619743094718,0.6544792867137902,0.6378167706428165,0.8347267025278017,0.6810628344791799,0.6311287546535076
0.9676824380587156,0.6337899356759858,0.640200809192399,0.6284467837071067,0.9739970650991048,0.7187970632293488,0.6436155548191178,0.887691441211466,0.683845575763499,2.401555816118256,0.6437993229619909,0.7026737034710785,0.7335667051921987,0.6602039998042812,0.6872709543482347,0.6454935062617173,0.6508361449083284,0.645559110233231,0.6402647214782807,1.330958427058793,1.5107956326514356,0.7028758273053979,0.651605553299712,0.7268823387464572,0.629460173897283,0.64400829302299,0.6512347744256173,0.7094591125059057,0.6470639737949618,0.6542074236763188,0.6393339926595581,0.6371402639972814,0.635133280796369,0.7757753011208052,0.6615998946500303,0.6302459942326241
1.0707385905595068,0.7197775160112891,0.700318871019414,0.7046957770402794,0.9492573612441546,0.8352957699168017,0.7479833958713888,0.9842340798556888,0.7768853011356927,2.447736841009948,0.7246753647231768,0.7564490662729437,0.7856161053494134,0.7405216905336068,0.747152626888824,0.7094689649090417,0.7182179174420631,0.7327378217690338,0.7225886427020739,1.2545256882290288,1.44787887562579,0.8078905447999236,0.7443307589360825,0.8173073914706277,0.7173840205739012,0.7223512882439636,0.7317964680150484,0.7693410342602891,0.7325254690170734,0.7244151379824263,0.7398251004440396,0.712721280737734,0.721516781803048,0.8421591029220926,0.7575999126473624,0.7154129372334675
1.0388020560692266,0.61551842057404,0.657243576168132,0.615930711584428,0.8873420324739836,0.6875031405043239,0.6444325343811471,0.8961936786013713,0.6756142628075185,2.431938375464428,0.6266263470285323,0.6647320656477825,0.6981899594903965,0.6527584300602779,0.6671977571491026,0.6291668238901507,0.6351954801243458,0.6264231188136842,0.6238309166846482,1.2476424948153435,1.4434096657260396,0.6935486915217536,0.6583127433179238,0.7155790670516459,0.6218327073544091,0.624844296073939,0.6352413183134381,0.6755167076111935,0.6278645963063129,0.6386224621047116,0.6283421924808159,0.6264560860857159,0.6206197757110226,0.7856458915437455,0.6655570480969962,0.6148363933237704
0.9977591741021212,0.6181459058980355,0.6429919479793306,0.615670701584108,0.8866086287541664,0.690974554474061,0.6613117005337743,0.9554810513568184,0.6560871477542317,2.599229265053884,0.6303418725737733,0.7007855442333012,0.7451859753624831,0.6520153901656792,0.6931930179598026,0.6271013745407485,0.6349555632437914,0.6278211400133165,0.6313221364216979,1.2706667824443971,1.485260669983371,0.6889061088124321,0.6387307148326892,0.7141814762839227,0.6195735200353606,0.619313185795773,0.6390177178441521,0.6963581084023962,0.6318593462093638,0.6455195595851955,0.6214204216543082,0.6258076253726419,0.6247208410938356,0.7612876857507964,0.659009803031539,0.6161994219002874
0.9475399588719692,0.6207356155652183,0.6922166350658141,0.6234339141149989,1.0061062543141626,0.7514555138441679,0.6440959652533611,0.9435963586322068,0.6644318032236826,2.473411828608162,0.6265060801647646,0.6701630100837384,0.7531879640134405,0.6628020500459971,0.7157187065662929,0.6409557713122193,0.6455794816335892,0.6258463221618705,0.6305782032252889,1.3107620812756695,1.4851627831623886,0.6955682419417459,0.6515028219762677,0.7118046286948484,0.6314468669633382,0.6407390265777704,0.6395398692740694,0.683886864965591,0.6342473710716323,0.6437560771818541,0.6269934296820544,0.6388031188328089,0.623699063347189,0.7732011164977496,0.6621315703030071,0.619278907790532
1.2264490616405457,0.7022801458846725,0.7924548627151617,0.7139162582741216,1.0633635279955251,0.8028234859756627,0.7462515296315938,0.9807495064291902,0.7447682410489034,2.5225552453078386,0.7104802169596001,0.7951174203041611,0.7809959466596594,0.747915908159028,0.7898324143890921,0.7297442297445449,0.7386024989064871,0.6966659913382841,0.707355930056253,1.3998253184340708,1.5412636736323833,0.7616862099668968,0.7574942238509511,0.7750322703237686,0.7093106008938137,0.705411439279711,0.7218671487869673,0.7748387172157071,0.7238667860814878,0.7433891079704957,0.7016801813593047,0.7248931830726153,0.7080779543144611,0.8947047574011996,0.7526810094649501,0.7039491302975109
0.8937299426370717,0.6366795254497919,0.6478893266400797,0.6291433742227273,0.91495087277488,0.765225813665414,0.6423525811172888,0.9612096067309592,0.6887889754338651,2.4011811325095644,0.6487460500316659,0.7112595805314291,0.7327932083514017,0.6700132969512695,0.6881733308450777,0.6416556153469809,0.6453540946824671,0.6437591071602206,0.6470575042236277,1.2834745983792673,1.4445795355395414,0.7085828185932745,0.6666673121149216,0.7339432259996466,0.6345465762361231,0.6491753075353881,0.6567415058184108,0.7066584253174757,0.6481104300049212,0.6498244104299323,0.6477097283752893,0.6393205658568236,0.6422807911174553,0.7500423964300036,0.6653495436437845,0.6332447287500447
