Feature,CRPS_0,CRPS_1,CRPS_2,CRPS_mean,CRPS_std
id,1.06333052614261,1.0644236820095905,1.0670344000062537,1.0649295360528181,0.001903046671585585
orography,0.7879239194625388,0.7880391843079796,0.7877507081992744,0.787904603989931,0.0001452047930853936
altitude,0.820400428116536,0.8193395959929219,0.8198096355180361,0.819849886542498,0.0005315602574972689
latitude,0.8090939837771443,0.8085318234334185,0.808713287040769,0.8087796980837773,0.0002869039612650255
longitude,0.7924126099204791,0.7927647945494932,0.7921410183557377,0.7924394742752368,0.00031275462449249173
cape,0.7825410299299161,0.7833521368278448,0.7838302776393583,0.783241148132373,0.0006517505519501682
sd,0.7957746183127883,0.7963510951412717,0.7975061297699177,0.796543947741326,0.0008817182517978224
stl1,1.055494527037652,1.0948060780808941,1.1049176865016952,1.0850727638734137,0.026109676883259547
swvl1,0.8246527685576194,0.8213083066716591,0.8215493459342074,0.8225034737211621,0.001865241593477738
t2m,1.5439076642839817,1.5761316814887818,1.578821175502611,1.566286840425125,0.019427531703225615
tcc,0.7980872052741687,0.7984472238471936,0.794722720461132,0.7970857165274982,0.0020543164679466632
tcw,0.8004908758934867,0.7987799683650425,0.8026580878237888,0.8006429773607726,0.0019435286919259876
tcwv,0.8267725541859714,0.829313906730851,0.8279881080807013,0.828024856332508,0.0012710747479395866
u10,0.7839971149272977,0.7850567803249878,0.7855596804539031,0.7848711919020629,0.0007976434374309829
u100,0.7989215925700854,0.7971424460213182,0.7982201517402882,0.7980947301105639,0.0008961799760090462
v10,0.784135789121371,0.78419293702856,0.784698891480675,0.784342539210202,0.0003099301152315552
v100,0.7875518097084598,0.7870936708577972,0.7881512349110505,0.7875989051591025,0.0005303526353161805
vis,0.7949750593962143,0.7939371136861759,0.7946786382235272,0.7945302704353058,0.0005346424736990522
cp6,0.7848847948598822,0.7831497465315025,0.7858037376004282,0.7846127596639376,0.001347746084898343
mn2t6,1.4381132378716892,1.3974657170010885,1.4950244095675937,1.443534454813457,0.04900476322429032
mx2t6,1.372085558319136,1.371346573891639,1.374348824409254,1.3725936522066764,0.0015642878864029028
p10fg6,0.8350097634671098,0.8388989136949719,0.8330191240797097,0.8356426004139305,0.0029905423305618788
slhf6,0.7973970053334062,0.7980943085806914,0.7983872694473119,0.7979595277871364,0.00050870438425064
sshf6,0.8260011625878769,0.8292681258343806,0.8300075226036682,0.8284256036753086,0.002131927023945296
ssr6,0.7854905221306655,0.7859311322142992,0.7862447554172953,0.7858888032540867,0.00037889413867149297
ssrd6,0.7873831208420368,0.7884227076567787,0.7874128600777173,0.7877395628588442,0.0005918075842225978
str6,0.800464858480017,0.8020247041558838,0.7983577531233493,0.8002824385864167,0.0018402690650927182
strd6,0.9784078800226811,0.9810295751881829,0.9869652144875527,0.9821342232328055,0.0043843105230795855
tp6,0.792610189660563,0.7942529843466478,0.7909370444905071,0.7926000728325726,0.0016579930775012723
z,0.7953727531347049,0.7925261909841046,0.7921422894401807,0.7933470778529967,0.0017647564588490284
q,0.7898238947333505,0.7913815399431111,0.7903624126142734,0.7905226157635784,0.00079108371027217
u,0.7941364888159587,0.7981229071450496,0.7980607919123323,0.7967733959577802,0.0022838397560853278
v,0.7891114357703816,0.7897992301409088,0.7901903488940986,0.789700338268463,0.0005462124897501637
t,0.8487133297735862,0.8565038974228739,0.8579667821790337,0.8543946697918313,0.004974256351921959
cos,0.8000561987710357,0.8008134207885068,0.8029050226127172,0.8012582140574199,0.001475577889942123
