Feature,CRPS_0,CRPS_1,CRPS_2,CRPS_mean,CRPS_std
id,1.1583625375399658,1.1610248677176727,1.1566806323420327,1.158689345866557,0.002190478945684602
orography,0.8625771391653847,0.861235236520177,0.8624384777840336,0.8620836178231984,0.000737983652364217
altitude,0.8937845889646011,0.8956587291897549,0.8966968425281909,0.895380053560849,0.0014759912886836324
latitude,0.88867915129865,0.8883340069991693,0.8886188754632879,0.8885440112537024,0.00018434921826157794
longitude,0.8663095623983457,0.8663173410474345,0.8658995718660086,0.8661754917705963,0.00023898529694554705
cape,0.8456277292924561,0.8461316468106734,0.8469199212939317,0.8462264324656871,0.0006512897070172627
sd,0.8670231114394518,0.8665586344235603,0.8636307613716243,0.8657375024115455,0.0018392126254293936
stl1,1.1019510104801449,1.0974925904817092,1.089495952235032,1.096313184398962,0.006310734347388115
swvl1,0.8779775675101118,0.8754363456736339,0.8779984208915206,0.8771374446917554,0.001473231861578316
t2m,1.5201112909361385,1.5190578501508365,1.4450511393123273,1.494740093466434,0.04303512005407594
tcc,0.8523438952000657,0.8510019916308924,0.8513754623354618,0.8515737830554734,0.000692585466371783
tcw,0.8522666504557027,0.8534240995648852,0.8551411093633463,0.8536106197946447,0.001446278275441856
tcwv,0.873516017991716,0.874193949987416,0.8699979607993231,0.8725693095928184,0.0022525039203196632
u10,0.8541057868351241,0.8543465402569259,0.8547329981231336,0.8543951084050612,0.0003164137302830374
u100,0.864076210703689,0.8570306111898875,0.8607893968881192,0.860632072927232,0.0035254334838033443
v10,0.8506242727802814,0.8504090258238243,0.8488592992100994,0.8499641992714017,0.0009629049393192359
v100,0.8522333368632317,0.8528812638381941,0.8502456180791004,0.8517867395935087,0.0013734059788897632
vis,0.8527775002350974,0.8520266902890093,0.8536679416057391,0.8528240440432819,0.000821615004565422
cp6,0.84828705920726,0.8474079830007673,0.8482703709548246,0.847988471054284,0.0005027866442627946
mn2t6,1.4040638317814371,1.4350501499994706,1.4286476833978567,1.4225872217262545,0.016358021760959508
mx2t6,1.3652624858467874,1.3482007915242091,1.350019670091312,1.3544943158207694,0.009369748880967371
p10fg6,0.9059330232614239,0.9093112346853266,0.910700210371721,0.9086481561061571,0.0024517897825386153
slhf6,0.8701376332742122,0.8731458933276462,0.8709850737401229,0.8714228667806605,0.0015511783253478793
sshf6,0.8901001710463043,0.893359576747415,0.9010741599482642,0.8948446359139944,0.005635703917991625
ssr6,0.8466998800608146,0.84639396905092,0.8471871416447078,0.8467603302521475,0.0004000266992440984
ssrd6,0.8487137807997683,0.8479367267049482,0.8488986825896285,0.848516396698115,0.0005104509219375251
str6,0.879377003063518,0.8772211733872834,0.8806173125298399,0.8790718296602137,0.001718513419634593
strd6,0.9911948042187173,0.9857261323530229,0.9824586902130215,0.9864598755949205,0.00441403515379088
tp6,0.8669257047991709,0.8697951514661734,0.8668349302005842,0.8678519288219761,0.0016834921118400767
z,0.8627553673724486,0.8623284082883622,0.8609852528943956,0.8620230095184022,0.0009237302760400486
q,0.8483757788994397,0.8478992504928725,0.8475515275077701,0.8479421856333608,0.0004137996603235602
u,0.8573336198009437,0.8564592058721004,0.8524629023738834,0.8554185760156425,0.002596758544258749
v,0.8518604721305477,0.8504291899192032,0.8503071864826088,0.8508656161774533,0.0008637273789748802
t,0.9095966587123655,0.9086860133017196,0.9102010753550888,0.9094945824563913,0.0007626715727723656
cos,0.8720674990544196,0.8670280335039126,0.8662758117137688,0.868457114757367,0.0031492245846707918
