Feature,CRPS_0,CRPS_1,CRPS_2,CRPS_mean,CRPS_std
id,0.9688122971957753,0.969002961693656,0.9718273872283546,0.9698808820392619,0.0016884164403551153
orography,0.6480245828404474,0.6483425013196358,0.6480583521746186,0.6481418121115673,0.00017462018972320742
altitude,0.7078394298238131,0.7073533659137503,0.7076740871758688,0.7076222943044774,0.00024713641437797775
latitude,0.7477355498956109,0.7464351535637852,0.7480720336781576,0.7474142457125179,0.0008644486166115953
longitude,0.6343181153108093,0.6347334990328246,0.6347576243452167,0.6346030795629501,0.0002470809106814405
cape,0.6199248726165323,0.6203651089204174,0.6189287231654825,0.6197395682341441,0.0007359037266138597
sd,0.6327345517156252,0.633359018523464,0.6339853265311547,0.633359632256748,0.0006253876336258286
stl1,0.8062127471684254,0.8078051753165134,0.8017454557919983,0.8052544594256457,0.0031414625140877895
swvl1,0.6471992310315158,0.647781009075608,0.6499189646706179,0.648299734925914,0.0014321470412453005
t2m,2.0481377979039266,2.0731889134954318,2.082178349933157,2.067835020444172,0.017640519372085762
tcc,0.6258152263603373,0.6262627560235584,0.6260146971623199,0.6260308931820718,0.00022420399897763173
tcw,0.6595628769334189,0.6534492259117578,0.6569719415409254,0.6566613481287007,0.003068637059746945
tcwv,0.6716210061205914,0.6655479380468,0.6693150345614348,0.6688279929096087,0.003065688525467995
u10,0.6338604641876704,0.633008721446728,0.6344195786060772,0.6337629214134918,0.0007104684550474738
u100,0.65163971134104,0.6587751390520817,0.6571238862193551,0.6558462455374924,0.003735352250971604
v10,0.6282603534409297,0.6275300858648186,0.6284060268327687,0.6280654887128391,0.0004693584360845326
v100,0.6324880798923501,0.6306843808759987,0.6301649799028661,0.6311124802237383,0.001219282649321503
vis,0.6262583391012781,0.6263848844184511,0.6262115890588461,0.6262849375261919,8.965727840543057e-05
cp6,0.6294928868115299,0.6307990221798069,0.6271566209950182,0.6291495099954517,0.0018453190309814886
mn2t6,1.436728786242395,1.3752084461292213,1.4169261420656967,1.409621124812438,0.031403988914036854
mx2t6,1.2231518110594881,1.2509434886456385,1.2434321058365752,1.239175801847234,0.01437641918213278
p10fg6,0.6764049390691895,0.6767081186034734,0.6776448856333054,0.6769193144353228,0.0006463896889714441
slhf6,0.6513009806886693,0.6528048648099858,0.653557960734445,0.6525546020777,0.0011491141406039136
sshf6,0.7163806424635015,0.7180500101198395,0.72395745014337,0.7194627009089037,0.003981052009652535
ssr6,0.6225054133019073,0.6227187856925362,0.6229232290657766,0.6227158093534068,0.00020892378294576296
ssrd6,0.6240254479838011,0.6242407037400123,0.6248017058870694,0.624355952536961,0.00040075653082040466
str6,0.6440702529556915,0.6454661475571738,0.6476950317841027,0.645743810765656,0.0018282718703007325
strd6,0.711067468953876,0.7112543919033527,0.7094939812621098,0.7106052807064462,0.0009669409953544016
tp6,0.6371460948255618,0.638188295686817,0.6365935820569903,0.6373093241897897,0.000809790565083598
z,0.6336831877979755,0.6316846678596749,0.6349364955631959,0.6334347837402822,0.0016400836214216312
q,0.6227335333212743,0.6227742642169806,0.6229423624806926,0.6228167200063158,0.00011069902886606707
u,0.6249461873296857,0.6274049085353707,0.6259973698220068,0.626116155229021,0.0012336571531470781
v,0.6258440290941353,0.6263119075090681,0.6264375459850996,0.6261978275294343,0.00031277189176765174
t,0.7499935698108116,0.7399623157489913,0.74418095248108,0.7447122793469609,0.005036689953928229
cos,0.6508761114604775,0.6493860864677484,0.6471163526127117,0.6491261835136458,0.0018933063163423212
