Feature,CRPS_0,CRPS_1,CRPS_2,CRPS_mean,CRPS_std
id,1.1063288284242203,1.1063647557269611,1.106851566492368,1.1065150502145165,0.00029198475425065435
orography,0.8691167959977715,0.8683541084887139,0.8686366635616742,0.8687025226827197,0.00038558543409574354
altitude,0.9002512855175501,0.9010653867856852,0.9021234222440153,0.9011466981824169,0.0009387132885358796
latitude,0.936133700955967,0.9373319546359709,0.9377872079537294,0.9370842878485558,0.0008541226352835084
longitude,0.8619543494867189,0.8617382950023159,0.8622907493312301,0.861994464606755,0.0002784032390717244
cape,0.8507588694744664,0.8498605097810976,0.8505074088131799,0.8503755960229146,0.00046345818951180553
sd,0.862403317616568,0.8625020269374672,0.8635765572299844,0.8628273005946733,0.0006507495767777956
stl1,1.0299123990793777,1.0320515195044955,1.033439550157034,1.031801156246969,0.0017768539618360022
swvl1,0.8751149524315667,0.8736382994899394,0.8708285907002095,0.8731939475405719,0.002177455100384615
t2m,1.6121805877903648,1.5980725606201671,1.6296428348783982,1.6132986610963098,0.015814806989751188
tcc,0.8533711933008453,0.8550674823365811,0.8581133383386332,0.85551733799202,0.002402865471245074
tcw,0.8560206598016032,0.859628259943178,0.8564696272564909,0.8573728490004241,0.0019661006674145335
tcwv,0.8797789825734854,0.8795158615694624,0.883541688092578,0.8809455107451752,0.002252201318724634
u10,0.8604270962974366,0.8615633280227506,0.8583563853764764,0.8601156032322214,0.0016260046836897495
u100,0.8715295559729922,0.8721300023102134,0.865885392143562,0.8698483168089225,0.00344509983577587
v10,0.857607889406395,0.8561022777235799,0.8590639451130454,0.8575913707476736,0.0014809027925627863
v100,0.8582460050016303,0.8558753073873164,0.8576458358609493,0.8572557160832988,0.0012325570474886732
vis,0.8592986696755912,0.8562380957716673,0.8563562057911794,0.8572976570794794,0.001733933692943913
cp6,0.8498973869130105,0.8524930615994716,0.8535127318332751,0.8519677267819191,0.0018640445879915158
mn2t6,1.4427919142367724,1.4455572591280932,1.5101355914820909,1.4661615882823187,0.03810769608822028
mx2t6,1.4775393597534756,1.5311350711684164,1.4576620692849984,1.4887788334022967,0.0380041422395914
p10fg6,0.9195292742013718,0.914998909507508,0.9114814246176656,0.9153365361088485,0.004034533990678418
slhf6,0.8739777010687111,0.8731754456285838,0.8740976670460924,0.8737502712477957,0.0005014143279853901
sshf6,0.911745394713371,0.898653512947309,0.9083097907648884,0.9062362328085228,0.0067877885937131285
ssr6,0.8487448330959306,0.8485061177149925,0.8512048013092763,0.8494852507067332,0.0014939501210897443
ssrd6,0.8529364434565679,0.8525100305009342,0.8552468443388902,0.8535644394321308,0.0014725222256044871
str6,0.8766303987270866,0.8806237970358362,0.8771140945652055,0.8781227634427095,0.0021794190031783054
strd6,0.9775043014243668,0.9758075716346187,0.9898294287388125,0.981047100599266,0.0076528876025887945
tp6,0.8739995536764413,0.8779043133470186,0.8769592137238432,0.8762876935824343,0.002037152791638354
z,0.8648743816044282,0.8616079366167556,0.8677760294090776,0.8647527825434205,0.00308584379423232
q,0.8503636825721468,0.852258655816663,0.8506349235660808,0.8510857539849636,0.0010247765362753965
u,0.8593073593206672,0.8632483218303687,0.8630023877626142,0.8618526896378834,0.0022077478817169047
v,0.8563237183847388,0.8577561305116445,0.8532526012121863,0.8557774833695232,0.002300917981296872
t,0.9167108412030476,0.9136663503620935,0.9171065419687222,0.9158279111779545,0.0018823930632277139
cos,0.8804578506268284,0.881096137542931,0.8760441342381501,0.8791993741359699,0.0027510919025747044
